2020-03-12 17:47:58,"Schiersteiner BrÃ¼cke Project:
<https://confluence.brightsolutions.de/pages/viewpage.action?pageId=39158578>

I can't go to the stage environment. Not via ssh, not via link",Anna Demianik
2020-03-12 21:58:57,"Oof... Regarding the sites I mentioned, I didn't check if they even get updates done by us.

That's something... Someone else would need to answer, or is documented in confluence",serkan
2020-04-16 10:12:55,hi @Shozeb Sharif @Marianna Kuzminskaya a suggestion..,Barindra Nath
2020-04-16 10:13:32,"whenever we are having the updates . say drupal updates, the same once done be checked by the lead developer",Barindra Nath
2020-04-16 10:13:51,we are having issues on MA2ii and we had issues with UBM and BMW,Barindra Nath
2020-04-16 10:15:15,<http://prntscr.com/s0fx4p>,Barindra Nath
2020-04-16 10:47:00,@Janet Astwood,Nico Sonnenberg
2020-04-16 11:14:12,"@Anna Demianik I know you had already updated Dev before we discussed the use of ""updates branch"" but using regular branches of Dev/QA/Stage, we block and create problems for our active development projects. Is there a way to shift to updates branch here?",Shozeb Sharif
2020-04-16 11:15:45,Noted @Barindra Nath,Shozeb Sharif
2020-04-16 11:18:23,@Boian Mihailov did you have time to check this issue?,Anna Demianik
2020-04-16 11:19:26,@Sayan Das Do we need to update the job to connect it to lagoon?,Shozeb Sharif
2020-04-16 11:46:20,@Boian Mihailov Need I shift to updates branch here or we will solve issue with the dev?,Anna Demianik
2020-04-16 12:08:23,"Even if we solve the issue on Dev, we need to shift to updates branch so that we can use the updates instance to fully test it there and not interfere with the regular development work.",Shozeb Sharif
2020-04-16 12:18:05,"@Shozeb Sharif ok, I will do it on the updates branch today, and as I see there is missed Jenkins for Updates branch",Anna Demianik
2020-04-16 12:27:37,"@Boian Mihailov we need your help here, it seems we have been deploying on the updates instance in Jan this year (<https://pm.brightsolutions.de/browse/MEGS-1?focusedCommentId=81807&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-81807>).
Anna, you also need to go through the comments from the last update in the ticket to better understand the project and updates.",Shozeb Sharif
2020-04-16 12:28:33,"For all projects where ""Active Development = YES"" in <https://confluence.brightsolutions.de/display/SC/Continuous+Updates> table, we need to use the updates branch.",Shozeb Sharif
2020-04-16 13:00:17,"for MEG its seems the infra and branch is set, just try to put the changes on updates branch",Boian Mihailov
2020-04-16 13:30:00,"@Nico Sonnenberg Confirmed,  the team were informed to put on updates branch, Anna did not, but it is being corrected by Boian and Anna and she will switch to updates branch.    The documentation has been updated by Shozeb.  Updates branch is mandatory when there is a live development going on in the project.   Some projects that are support only do not have all 5 environments;  maybe only local, stage and live and probably no jenkins.   If this is the case, updates branch is optional but this is the exception.",Janet Astwood
2020-04-16 13:53:21,"<https://pm.brightsolutions.de/browse/MA2II-155> - @Anna Demianik can you please update the ticket where the updates are now at the moment, Dev/QA/Stage?",Shozeb Sharif
2020-04-16 14:37:37,Great. Thank you. That helps a lot,Nico Sonnenberg
2020-04-16 16:47:52,"@Shozeb Sharif I have pushed updates to the updated branch, what credentials  to the admin panel to check",Anna Demianik
2020-02-13 10:38:25,@p2006.prashant @Radu Ciobanu @Shozeb Sharif,Janet Astwood
2020-02-13 10:39:00,hi,p2006.prashant
2020-02-13 10:46:21,"Hi, I have just shared with Prashant <https://pm.brightsolutions.de/browse/RUBOPS-7> to start on continuous updates. <https://confluence.brightsolutions.de/display/SC/Continuous+Updates> gives a good overview of this task, we will start with RUB. David started with it but had some issues. Prashant need to check that and move forward. Let us know if you get stuck somewhere Prashant.",Shozeb Sharif
2020-02-13 10:47:36,"*Prashant Tiwari*Â Â [3:45 PM]
there is no ssh login details mentioned like servers, etc.,
can you please add my keys to servers and let me know IPs",Shozeb Sharif
2020-02-13 10:47:41,@Radu Ciobanu can you help here?,Shozeb Sharif
2020-02-13 10:51:01,probably <https://confluence.brightsolutions.de/pages/viewpage.action?pageId=21140540> contains all details.,Shozeb Sharif
2020-02-13 10:51:56,right,p2006.prashant
2020-02-13 10:52:02,can you please add my keys there?,p2006.prashant
2020-02-13 10:53:51,We have <https://confluence.brightsolutions.de/display/SC/Support+Customers> space for all of our support customers containing the list of all projects and details.,Shozeb Sharif
2020-02-13 10:54:39,"I cannot, we will need the help of @Radu Ciobanu probably.",Shozeb Sharif
2020-02-13 10:55:18,ok @Radu Ciobanu when you are here please add my keys to de/qa servers for now,p2006.prashant
2020-02-13 12:14:38,unfortunately I donât have my keys on those servers,Radu Ciobanu
2020-02-13 12:15:43,what is the task about though?,Radu Ciobanu
2020-02-13 12:15:51,Iâm seeing that David got stuck,Radu Ciobanu
2020-02-13 12:18:36,so this task is about installing Drupal Core and modules updates,Radu Ciobanu
2020-02-13 12:21:31,"David got his keys on the server, who has access and added them.",Janet Astwood
2020-02-13 12:21:39,Is there a request to jean-paul for access?,Janet Astwood
2020-02-13 12:29:48,@p2006.prashant I donât think you do not need your keys on those servers since the deployment is done by Jenkins.,Radu Ciobanu
2020-02-13 12:30:22,the task is to apply Drupal updates and I was just told by @Dima Iluschenko that BS is using Dropguard for that,Radu Ciobanu
2020-02-13 12:30:24,"â*Dima Iluschenko*Â Â [8:28 PM]
all updates do via Dropguard. DG fetch your repo, apply updates and merge it to branch which you set in configsâ",Radu Ciobanu
2020-02-13 12:36:21,my suggestion for this task is that @p2006.prashant should get training either from @Dima Iluschenko or @serkan regarding how Drupal updates are applied,Radu Ciobanu
2020-02-13 12:36:39,,Dima Iluschenko
2020-02-13 12:38:04,there are projects which I can see in DG for Brightsolutions,Dima Iluschenko
2020-02-13 12:40:03,I don't see RUB there,Dima Iluschenko
2020-02-13 12:40:40,better ask to Serkan about how was applied updates for RUB,Dima Iluschenko
2020-02-13 12:44:50,"then most likely through the classic âgrab the project locally, create a branch, apply updates (via composer if project is with composer), merge branch, deployâ",Radu Ciobanu
2020-02-13 12:47:57,"@p2006.prashant if you have a problem with updates for RUB, I will have time on next week for that.",Dima Iluschenko
2020-02-13 12:48:19,I can implement updates locally and merge it to dev,Dima Iluschenko
2020-02-13 12:58:24,problem solvedâ¦a training from Serkan or from you should be ideal so he can take care of other similar tasks going forward,Radu Ciobanu
2020-02-13 12:58:43,thanks Dima for the input,Radu Ciobanu
2020-02-13 20:20:35,Please let me know your suitable time Dima ,p2006.prashant
